"","person_id","p_violence_raw","p_recid_raw","p_fail_to_appear_raw","p_current_age","cq_fail_appear_two_yr","cq_fail_appear_two_plus","p_yrs5_felcount_person","p_felony_count_person","cq_prior_conviction_F","p_misdem_count_5yrs","p_misdem_count_person","cq_prior_conviction_M","p_drug_count_5yrs","p_drug_count_person","p_yrs5_trafcount_person","p_traffic_count_person","prior_conviction_T","p_current_violent_offense","p_prison_visits","p_prison_time","p_jail_visits","p_jail_time","cq_violent_conviction","p_marital_status","p_sex","p_race","p_numcases","corrected_age"
"5075",7255,-1.84,-0.22,15,25,0,0,1,2,0,2,3,2,2,2,0,0,0,1,0,NA,1,0.160601851851852,2,1,1,2,4,-2.82592263873672
"5076",7257,-2.13,-0.91,14,22,0,0,0,0,0,1,1,NA,0,0,0,0,0,1,0,NA,2,2.09525462962963,1,2,1,1,1,-2.49745946014858
"5077",7258,-1.96,0.07,20,24,0,0,4,4,3,10,10,4,0,0,5,5,NA,1,0,NA,5,8.29251157407407,5,1,1,2,12,-2.72482618216106
"5078",7259,-1.58,-0.43,22,24,0,0,0,0,0,6,6,5,0,0,6,6,5,0,0,NA,1,5.71465277777778,0,3,1,1,8,-2.72482618216106
"5079",7261,-2.68,-1.14,17,37,0,0,0,0,0,0,0,0,0,0,1,6,NA,0,0,NA,1,1.97944444444444,0,1,1,1,3,-3.61445869906053
"5080",7265,-2.67,-0.13,24,62,0,0,1,13,2,0,3,1,1,6,1,1,0,1,2,630,1,1.11554398148148,7,1,1,2,12,-4.41921943418205
"5081",7266,-2.36,-1.17,11,23,1,0,1,1,1,0,0,0,1,1,5,5,4,0,0,NA,2,8.99206018518518,0,1,1,1,6,-2.61557027051489
"5082",7272,-2.74,-0.34,20,53,NA,NA,0,22,13,0,5,2,0,21,4,11,NA,1,4,3567,1,0.585451388888889,2,2,1,2,22,-4.21478216416099
"5083",7273,-3.42,-1.48,12,39,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,2,2.65300925925926,0,2,2,1,1,-3.70192412845671
"5084",7274,-2.65,-0.82,17,30,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NA,1,1.30548611111111,0,1,1,2,1,-3.23123437142032
"5085",7275,-3.28,-1.54,19,37,2,0,0,0,0,0,0,0,0,0,11,11,5,0,0,NA,1,0.260740740740741,0,6,2,1,7,-3.61445869906053
"5086",7277,-2.2,-0.01,15,24,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA,1,0.966863425925926,0,1,1,1,1,-2.72482618216106
"5087",7278,-1.65,0.33,16,20,0,0,1,1,1,4,4,4,0,0,1,1,0,1,0,NA,8,1544.15561342593,3,1,2,2,4,-2.23173999352309
"5088",7279,-2.34,-0.96,22,26,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,NA,3,9.47547453703704,0,1,1,2,2,-2.91952480886474
"5089",7280,-3.12,-0.21,21,38,0,0,0,10,9,0,18,NA,0,1,4,29,NA,1,1,425,2,1.2106712962963,1,1,1,2,23,-3.6589924746523
"5090",7281,-3.34,-1.89,13,36,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,NA,1,0.879155092592593,0,1,1,1,2,-3.56805120840666
"5091",7282,-2.6,-0.39,22,29,4,0,0,0,0,8,12,7,2,2,9,18,6,0,0,NA,2,2.68306712962963,0,2,1,2,16,-3.16156316138986
"5092",7283,-1.21,0.5,17,24,0,0,0,0,0,4,4,3,0,0,7,7,3,1,0,NA,4,4.5872337962963,3,1,2,2,10,-2.72482618216106
"5093",7284,-2.18,-0.37,13,22,0,0,1,1,0,1,1,0,1,1,3,3,1,1,0,NA,4,37.6257060185185,1,1,1,1,4,-2.49745946014858
"5094",7285,-1.52,0.2,17,19,0,0,3,3,0,1,1,1,0,0,0,0,0,1,0,NA,4,38.9862152777778,1,1,1,2,3,-2.08258907483073
"5095",7286,-1.9,-0.42,14,28,0,0,3,3,1,0,0,0,0,0,0,0,0,1,0,NA,1,16.1415856481481,1,1,1,1,2,-3.0867555891354
"5096",7287,-2.05,0.24,19,33,0,0,1,5,5,1,2,1,0,1,7,7,3,1,3,4230,2,969.563634259259,2,2,1,2,7,-3.41441638792349
"5097",7288,-2.79,-0.29,18,30,0,0,2,2,2,2,2,2,NA,NA,7,7,3,1,0,NA,2,8.11716435185185,1,1,1,2,8,-3.23123437142032
"5098",7289,-0.44,1.55,25,25,0,0,3,5,4,13,28,20,6,9,3,5,0,1,1,495,5,96.1338425925926,1,1,1,2,21,-2.82592263873672
"5099",7290,-1.61,0.33,24,29,1,0,0,2,0,2,10,8,1,3,19,19,10,1,0,NA,2,2.4396875,2,1,1,2,20,-3.16156316138986
"5100",7292,-1.84,-0.04,31,33,0,0,4,8,2,5,12,NA,0,0,3,5,2,1,0,NA,1,2.37490740740741,8,1,2,2,15,-3.41441638792349
"5101",7294,-1.78,0.48,27,40,0,0,18,35,NA,15,32,NA,5,15,2,15,NA,1,4,803,6,610.520625,20,1,1,6,42,-3.74349497872172
"5102",7294,-1.58,0.76,30,40,0,0,18,35,NA,15,32,NA,5,15,2,15,NA,1,4,803,6,610.520625,20,1,1,6,42,-3.74349497872172
"5103",7295,-2.33,-1.18,13,23,0,1,0,0,0,1,1,1,0,0,13,13,8,0,0,NA,1,0.949594907407407,0,1,1,6,11,-2.61557027051489
"5104",7298,-3.21,-1.34,14,40,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,NA,1,0.83275462962963,1,2,2,2,1,-3.74349497872172
"5105",7299,-1.53,0.82,18,24,0,0,3,4,4,7,11,10,4,4,5,6,1,1,1,499,2,174.03505787037,2,1,1,2,9,-2.72482618216106
"5106",7301,-1.69,-0.14,25,34,0,0,0,0,0,2,2,2,0,0,0,0,0,1,0,NA,4,11.9191203703704,2,1,1,2,2,-3.46837733367982
"5107",7302,-2.36,0.72,26,39,1,0,1,22,14,6,23,NA,0,15,6,22,NA,1,9,2368,4,231.623634259259,7,1,1,2,24,-3.70192412845671
"5108",7305,-3.76,-2.31,19,56,5,0,0,0,0,0,0,0,0,0,5,5,2,0,0,NA,3,10.2540972222222,0,1,2,6,4,-4.3031289881357
"5109",7306,-1.65,-0.18,15,20,0,0,0,0,0,3,3,1,0,0,2,2,1,0,0,NA,3,16.4831944444444,0,2,1,6,3,-2.23173999352309
"5110",7308,-3.35,-1.54,12,43,0,0,0,0,0,2,2,1,0,0,1,1,1,0,0,NA,2,1.17142361111111,0,1,1,1,2,-3.8620017653581
"5111",7309,-3.3,-1.82,12,35,0,0,0,0,0,1,1,0,0,0,7,7,4,0,0,NA,1,1.18658564814815,0,1,1,1,4,-3.51946813438919
"5112",7310,-2.68,-1.05,15,31,0,0,1,1,0,4,7,4,2,4,2,3,NA,1,0,NA,4,195.278217592593,2,2,1,1,6,-3.29628301271575
"5113",7312,-1.63,0.16,21,24,0,0,0,5,3,3,5,4,1,3,14,15,10,1,0,NA,2,8.32203703703704,2,1,1,1,16,-2.72482618216106
"5114",7313,-2.44,-1.24,12,24,0,0,0,0,0,0,0,0,0,0,10,10,8,0,0,NA,1,0.921180555555556,0,1,1,2,7,-2.72482618216106
"5115",7315,-2.09,-0.35,13,23,0,0,1,1,0,3,3,0,0,0,0,0,0,1,0,NA,1,1.18314814814815,2,1,1,2,2,-2.61557027051489
"5116",7319,-2.17,-0.63,14,27,1,0,2,4,2,1,3,1,0,0,1,1,1,1,0,NA,2,0.264467592592593,2,1,1,1,5,-3.0062675861412
"5117",7320,-1.65,0.19,16,19,0,0,0,0,0,3,3,2,0,0,4,4,2,0,0,NA,4,194.734884259259,0,1,1,1,3,-2.08258907483073
"5118",7325,-2.53,-1.24,13,25,0,0,1,1,1,0,0,0,0,0,7,7,NA,1,0,NA,2,9.95708333333333,1,1,2,1,4,-2.82592263873672
"5119",7326,-1.41,0.12,15,21,0,0,3,3,2,2,2,0,1,1,6,6,5,1,1,221,2,88.5443287037037,1,1,1,2,7,-2.36976803238571
"5120",7330,-2.79,-1.4,16,30,2,0,1,2,0,3,3,1,0,0,5,7,NA,1,0,NA,2,2.00373842592593,2,3,2,2,10,-3.23123437142032
"5121",7330,-2.79,-1.11,17,30,2,0,1,2,0,3,3,1,0,0,5,7,NA,1,0,NA,2,2.00373842592593,2,3,2,2,10,-3.23123437142032
"5122",7331,-2.14,-0.48,17,28,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1546,1,343.002928240741,0,3,2,1,2,-3.0867555891354
"5123",7334,-1.39,0.97,21,23,0,0,6,6,1,27,29,13,8,8,7,9,3,1,0,NA,8,88.3794328703704,2,1,1,2,24,-2.61557027051489
"5124",7335,-1.76,-0.22,17,22,0,0,0,0,0,3,3,3,0,0,6,6,2,1,0,NA,1,1.01118055555556,1,1,1,2,8,-2.49745946014858
"5125",7335,-1.76,-0.22,18,22,0,0,0,0,0,3,3,3,0,0,6,6,2,1,0,NA,1,1.01118055555556,1,1,1,2,8,-2.49745946014858
"5126",7335,-1.76,-0.22,17,22,0,0,0,0,0,3,3,3,0,0,6,6,2,1,0,NA,1,1.01118055555556,1,1,1,2,8,-2.49745946014858
"5127",7335,-1.76,-0.22,18,22,0,0,0,0,0,3,3,3,0,0,6,6,2,1,0,NA,1,1.01118055555556,1,1,1,2,8,-2.49745946014858
"5128",7335,-1.41,-0.22,17,22,0,0,0,0,0,3,3,3,0,0,6,6,2,1,0,NA,1,1.01118055555556,1,1,1,2,8,-2.49745946014858
"5129",7335,-1.41,-0.22,18,22,0,0,0,0,0,3,3,3,0,0,6,6,2,1,0,NA,1,1.01118055555556,1,1,1,2,8,-2.49745946014858
"5130",7335,-1.41,-0.22,17,22,0,0,0,0,0,3,3,3,0,0,6,6,2,1,0,NA,1,1.01118055555556,1,1,1,2,8,-2.49745946014858
"5131",7335,-1.41,-0.22,18,22,0,0,0,0,0,3,3,3,0,0,6,6,2,1,0,NA,1,1.01118055555556,1,1,1,2,8,-2.49745946014858
"5132",7335,-1.76,-0.22,17,22,0,0,0,0,0,3,3,3,0,0,6,6,2,1,0,NA,1,1.01118055555556,1,1,1,2,8,-2.49745946014858
"5133",7335,-1.76,-0.22,18,22,0,0,0,0,0,3,3,3,0,0,6,6,2,1,0,NA,1,1.01118055555556,1,1,1,2,8,-2.49745946014858
"5134",7335,-1.76,-0.22,17,22,0,0,0,0,0,3,3,3,0,0,6,6,2,1,0,NA,1,1.01118055555556,1,1,1,2,8,-2.49745946014858
"5135",7335,-1.76,-0.22,18,22,0,0,0,0,0,3,3,3,0,0,6,6,2,1,0,NA,1,1.01118055555556,1,1,1,2,8,-2.49745946014858
"5136",7335,-1.41,-0.22,17,22,0,0,0,0,0,3,3,3,0,0,6,6,2,1,0,NA,1,1.01118055555556,1,1,1,2,8,-2.49745946014858
"5137",7335,-1.41,-0.22,18,22,0,0,0,0,0,3,3,3,0,0,6,6,2,1,0,NA,1,1.01118055555556,1,1,1,2,8,-2.49745946014858
"5138",7335,-1.41,-0.22,17,22,0,0,0,0,0,3,3,3,0,0,6,6,2,1,0,NA,1,1.01118055555556,1,1,1,2,8,-2.49745946014858
"5139",7335,-1.41,-0.22,18,22,0,0,0,0,0,3,3,3,0,0,6,6,2,1,0,NA,1,1.01118055555556,1,1,1,2,8,-2.49745946014858
"5140",7336,-2.85,-1.13,12,28,0,0,2,2,2,0,0,0,2,2,4,4,1,0,1,2136,2,94.7819097222222,0,1,1,1,4,-3.0867555891354
"5141",7339,-1.75,-0.13,20,24,NA,NA,0,0,0,1,1,1,0,0,3,5,4,0,0,NA,1,0.829907407407407,0,1,1,2,5,-2.72482618216106
"5142",7340,-2.59,-0.84,16,30,0,0,0,0,0,3,3,1,0,0,3,5,1,0,0,NA,5,136.852893518519,0,4,2,1,5,-3.23123437142032
"5143",7342,-3.58,-2.06,16,40,0,0,0,0,0,0,0,0,0,0,4,6,2,0,0,NA,2,1.16261574074074,0,6,1,1,5,-3.74349497872172
"5144",7344,-1.95,-0.47,13,23,0,0,0,0,0,4,4,2,2,2,0,0,0,1,0,NA,2,2.4299537037037,2,1,1,2,2,-2.61557027051489
"5145",7345,-1.75,-0.61,16,20,0,0,0,0,0,1,1,1,0,0,3,3,2,1,0,NA,2,1.45415509259259,1,1,1,2,3,-2.23173999352309
"5146",7346,-2.8,-1.7,13,32,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,NA,1,0.998136574074074,0,1,1,1,1,-3.35719260373834
"5147",7348,-3.18,-1.16,17,35,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,NA,1,1.10447916666667,0,1,1,2,1,-3.51946813438919
"5148",7352,-2.78,-0.41,24,48,0,0,0,3,3,6,21,15,0,3,4,19,16,1,2,1293,1,152.211423611111,6,1,1,1,19,-4.04604028434019
"5149",7353,-2.43,-0.79,21,36,2,0,0,2,2,0,7,5,0,0,6,10,NA,1,0,NA,1,1.1165625,1,1,2,2,9,-3.56805120840666
"5150",7354,-3.45,-1.51,13,47,1,0,1,3,1,2,3,1,1,4,6,6,3,0,0,NA,2,4.99962962962963,0,1,2,1,6,-4.01030140867767
"5151",7355,-3.13,-1.22,16,33,0,0,1,1,NA,2,2,1,0,0,5,5,1,0,0,NA,2,15.17625,0,2,2,1,3,-3.41441638792349
"5152",7356,-1.44,-0.13,15,19,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,NA,1,1.09167824074074,0,1,1,5,2,-2.08258907483073
"5153",7359,-1.71,-0.56,11,20,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,NA,2,20.1529861111111,0,1,1,1,1,-2.23173999352309
"5154",7362,-1.04,0.4,27,22,0,0,3,3,3,10,10,7,0,0,5,5,2,1,0,NA,5,80.40375,7,1,2,2,13,-2.49745946014858
"5155",7364,-2.96,-1.69,15,27,1,0,1,1,0,5,5,0,0,0,9,9,4,0,0,NA,1,0.1790625,0,1,2,2,10,-3.0062675861412
"5156",7365,-2.72,-0.88,15,26,0,0,1,1,0,3,3,1,0,0,2,2,2,1,0,NA,1,50.7656944444444,4,2,1,1,4,-2.91952480886474
"5157",7367,-1.62,0.27,27,44,0,0,4,8,6,4,11,11,6,12,0,0,0,1,1,435,2,58.6024421296296,1,1,2,2,10,-3.89993708340941
"5158",7369,-2.24,-0.24,14,32,0,0,1,3,7,2,2,2,2,2,6,6,2,1,1,3412,1,0.985243055555555,8,1,1,2,8,-3.35719260373834
"5159",7370,-1.76,-0.03,23,55,0,0,15,16,15,0,2,2,0,0,0,2,0,1,2,351,2,35.6225231481481,11,2,1,2,11,-4.27521613463142
"5160",7373,-1.27,0.37,32,37,0,0,6,12,7,6,10,7,8,12,0,0,0,1,2,1737,2,350.572349537037,8,1,1,2,15,-3.61445869906053
"5161",7375,-1.94,-0.68,15,21,1,0,0,0,0,2,2,0,2,2,13,13,12,0,0,NA,2,2.51658564814815,0,1,1,2,11,-2.36976803238571
"5162",7377,-2.94,-1.52,22,28,0,0,0,0,0,0,0,0,0,0,6,9,6,0,0,NA,1,0.119849537037037,0,1,1,1,7,-3.0867555891354
"5163",7379,-2.28,-1.3,17,46,0,0,1,1,0,0,0,0,0,0,4,4,4,1,0,NA,1,4.06731481481481,1,1,1,2,6,-3.9740423744953
"5164",7383,-1.88,-0.81,13,21,0,0,0,0,0,2,2,1,0,0,8,8,7,1,0,NA,2,1.84010416666667,1,1,1,1,6,-2.36976803238571
"5165",7385,-4.04,-2.45,12,54,0,0,0,0,0,1,1,1,0,0,1,3,NA,0,0,NA,3,24.6338657407407,0,4,1,1,2,-4.24568616591301
"5166",7386,-1.53,-0.12,13,20,2,0,1,1,1,1,1,1,0,0,8,8,5,1,0,NA,1,2.01751157407407,1,1,1,2,9,-2.23173999352309
"5167",7387,-2.33,-0.19,27,41,0,0,4,12,10,1,8,6,4,12,0,3,3,1,3,1618,1,52.1778240740741,2,1,1,1,12,-3.78391606866848
"5168",7390,-3.89,-2.32,13,49,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,NA,1,0.213576388888889,0,2,1,6,2,-4.08122784448983
"5169",7392,-3.71,-0.9,20,48,0,0,2,2,0,0,0,0,1,1,3,5,3,0,0,NA,2,34.1696180555556,0,1,1,2,5,-4.04604028434019
"5170",7395,-0.9,0.79,29,41,0,0,1,10,7,14,19,17,4,11,8,12,NA,1,6,2457,10,354.000509259259,5,1,1,2,27,-3.78391606866848
"5171",7396,-4.04,-2.11,22,56,0,0,0,0,0,1,1,1,0,0,3,3,1,0,0,NA,1,2.06454861111111,0,2,1,3,3,-4.3031289881357
"5172",7397,-0.76,0.88,16,21,0,1,5,5,NA,6,7,5,3,3,3,4,3,1,0,NA,2,2.11258101851852,3,1,1,2,11,-2.36976803238571
"5173",7399,-2.74,-1.44,18,26,0,0,0,0,0,0,1,1,0,0,5,6,3,1,0,NA,1,0.216284722222222,1,2,2,6,5,-2.91952480886474
"5174",7400,-2.72,-1.08,15,28,0,0,1,1,0,2,2,1,0,0,2,2,0,0,0,NA,1,0.92244212962963,0,2,2,2,4,-3.0867555891354
"5175",7401,-3.67,-2.12,13,44,0,1,1,1,0,4,8,5,0,0,1,8,NA,0,0,NA,2,2.688125,0,1,1,2,10,-3.89993708340941
"5176",7402,-2.34,-0.31,22,26,0,0,0,2,2,2,4,4,2,2,1,3,3,1,0,NA,2,2.11701388888889,3,1,1,1,5,-2.91952480886474
"5177",7405,-1.13,0.94,20,21,0,0,7,7,4,17,17,14,14,14,7,7,1,1,0,NA,15,509.110625,3,1,2,1,15,-2.36976803238571
"5178",7406,-0.9,0.32,23,20,0,0,1,1,1,2,2,0,0,0,2,2,2,1,0,NA,5,407.531493055556,2,1,1,2,4,-2.23173999352309
"5179",7406,-1.04,0.18,19,20,0,0,1,1,1,2,2,0,0,0,2,2,2,1,0,NA,5,407.531493055556,2,1,1,2,4,-2.23173999352309
"5180",7408,-2.56,-0.22,33,62,0,0,0,13,7,0,4,2,0,4,1,4,3,1,5,2893,2,37.1935069444444,8,1,1,2,10,-4.41921943418205
"5181",7410,-2.78,-1.12,20,48,0,0,0,3,0,0,1,0,0,2,1,1,0,1,0,NA,1,1.00203703703704,2,6,1,1,2,-4.04604028434019
"5182",7411,-1.06,0.56,25,27,0,0,2,4,1,7,8,5,3,5,1,1,NA,0,0,NA,4,40.817962962963,0,1,1,2,5,-3.0062675861412
"5183",7412,-2.8,-1.28,11,27,0,0,0,0,0,1,1,0,0,0,3,3,2,0,0,NA,1,0.985138888888889,0,1,1,1,3,-3.0062675861412
"5184",7413,-1.81,0.01,15,20,0,0,0,0,0,3,3,3,0,0,0,0,0,1,0,NA,5,39.6905555555556,2,1,1,2,3,-2.23173999352309
"5185",7414,-1.72,-0.74,13,20,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,NA,2,5.23417824074074,0,1,1,2,2,-2.23173999352309
"5186",7416,-2.6,-1.43,15,24,1,0,0,0,0,1,3,2,0,0,15,21,15,0,0,NA,1,0.157465277777778,0,1,1,3,12,-2.72482618216106
"5187",7419,-1.36,0,14,19,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,NA,1,3.25532407407407,0,1,1,2,1,-2.08258907483073
"5188",7420,-2.55,-1.17,12,27,0,0,1,1,1,0,0,0,0,0,4,4,NA,1,0,NA,4,143.613935185185,1,1,1,1,3,-3.0062675861412
"5189",7422,-1.7,-0.67,14,19,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,2,37.5787847222222,0,1,1,2,1,-2.08258907483073
"5190",7426,-1.42,-0.26,17,24,0,0,1,3,0,2,6,4,0,0,0,2,0,1,0,NA,1,1.13578703703704,4,1,1,2,5,-2.72482618216106
"5191",7427,-1.28,0.11,18,24,NA,NA,2,2,1,7,7,2,0,0,4,4,0,1,0,NA,3,37.273900462963,3,1,1,2,10,-2.72482618216106
"5192",7429,-1.42,0.15,14,18,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,NA,2,29.4740046296296,1,1,1,1,1,-1.92149873255189
"5193",7433,-0.95,0.62,21,29,0,0,1,3,1,3,7,5,2,2,4,6,0,1,1,4,2,38.4198263888889,2,1,1,2,10,-3.16156316138986
"5194",7435,-2.79,-0.82,16,26,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,NA,1,0.581215277777778,0,1,2,2,1,-2.91952480886474
"5195",7436,-3.03,-1.54,19,33,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,NA,1,1.83896990740741,0,6,1,2,1,-3.41441638792349
"5196",7440,-2.82,-0.2,23,32,0,0,0,9,9,1,5,2,0,3,1,1,1,1,2,1248,1,0.291597222222222,9,6,1,2,6,-3.35719260373834
"5197",7441,-1.91,-0.69,15,21,0,0,0,0,0,3,3,2,1,1,2,2,1,0,1,1623,4,100.001134259259,0,1,1,6,2,-2.36976803238571
"5198",7442,-2.18,-0.5,14,23,0,0,0,0,0,0,0,0,0,0,5,5,2,0,0,NA,3,2.59840277777778,0,1,1,6,2,-2.61557027051489
"5199",7443,-2.65,-1.31,16,27,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,NA,1,0.804108796296296,1,1,2,2,1,-3.0062675861412
"5200",7444,-1.96,-0.4,15,22,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0,NA,1,0.871944444444444,0,1,1,2,1,-2.49745946014858
"5201",7445,-1.2,0.13,22,28,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,NA,2,63.8876273148148,0,1,1,3,1,-3.0867555891354
"5202",7449,-1.74,0.39,34,34,1,0,2,10,9,1,4,3,2,7,7,11,2,1,1,326,2,3.88335648148148,2,1,1,2,16,-3.46837733367982
"5203",7450,-1.12,0.35,23,30,4,0,5,10,8,7,14,12,10,15,9,11,NA,0,1,85,8,155.765138888889,0,1,1,2,21,-3.23123437142032
"5204",7454,-2.67,-0.74,30,41,0,0,0,0,0,4,4,3,0,0,1,1,0,1,0,NA,3,29.9165856481481,1,3,1,2,5,-3.78391606866848
"5205",7457,-1.57,0.04,19,24,1,1,2,2,1,4,4,3,0,0,8,8,NA,0,1,225,4,110.750173611111,0,1,1,2,7,-2.72482618216106
"5206",7459,-1.37,0.15,17,24,15,1,5,5,3,22,23,14,1,1,13,13,NA,1,0,NA,9,166.930289351852,7,1,1,2,20,-2.72482618216106
"5207",7459,-1.36,-0.03,19,24,15,1,5,5,3,22,23,14,1,1,13,13,NA,1,0,NA,9,166.930289351852,7,1,1,2,20,-2.72482618216106
"5208",7460,-1.61,-0.42,17,30,0,0,0,8,3,0,1,2,0,0,0,0,0,1,2,1443,2,3.24300925925926,10,1,1,3,3,-3.23123437142032
"5209",7462,-3.47,-1.22,14,52,0,0,0,5,3,0,2,0,0,3,9,9,6,1,0,NA,1,2.66116898148148,2,1,1,1,11,-4.18271693652911
"5210",7464,-1.75,-0.25,14,20,1,0,0,0,0,2,2,2,1,1,6,6,4,0,0,NA,3,215.795266203704,0,1,1,2,5,-2.23173999352309
"5211",7468,-1.06,-0.04,33,42,0,0,0,1,0,1,1,1,1,2,19,20,6,0,0,NA,4,29.4257638888889,0,2,1,1,15,-3.82336816649141
"5212",7476,-3.18,-0.52,20,66,0,0,0,8,2,0,6,1,0,6,3,4,4,1,0,NA,3,6.13895833333333,1,1,1,2,8,-4.41819146254222
"5213",7477,-1.9,0.09,17,21,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,2,49.2326273148148,0,1,1,2,1,-2.36976803238571
"5214",7477,-1.9,0.09,16,21,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,2,49.2326273148148,0,1,1,2,1,-2.36976803238571
"5215",7477,-1.9,-0.18,17,21,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,2,49.2326273148148,0,1,1,2,1,-2.36976803238571
"5216",7477,-1.9,-0.18,16,21,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,2,49.2326273148148,0,1,1,2,1,-2.36976803238571
"5217",7477,-2.04,0.09,17,21,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,2,49.2326273148148,0,1,1,2,1,-2.36976803238571
"5218",7477,-2.04,0.09,16,21,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,2,49.2326273148148,0,1,1,2,1,-2.36976803238571
"5219",7477,-2.04,-0.18,17,21,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,2,49.2326273148148,0,1,1,2,1,-2.36976803238571
"5220",7477,-2.04,-0.18,16,21,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,2,49.2326273148148,0,1,1,2,1,-2.36976803238571
"5221",7477,-1.9,0.09,17,21,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,2,49.2326273148148,0,1,1,2,1,-2.36976803238571
"5222",7477,-1.9,0.09,16,21,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,2,49.2326273148148,0,1,1,2,1,-2.36976803238571
"5223",7477,-1.9,-0.18,17,21,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,2,49.2326273148148,0,1,1,2,1,-2.36976803238571
"5224",7477,-1.9,-0.18,16,21,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,2,49.2326273148148,0,1,1,2,1,-2.36976803238571
"5225",7477,-2.04,0.09,17,21,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,2,49.2326273148148,0,1,1,2,1,-2.36976803238571
"5226",7477,-2.04,0.09,16,21,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,2,49.2326273148148,0,1,1,2,1,-2.36976803238571
"5227",7477,-2.04,-0.18,17,21,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,2,49.2326273148148,0,1,1,2,1,-2.36976803238571
"5228",7477,-2.04,-0.18,16,21,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,2,49.2326273148148,0,1,1,2,1,-2.36976803238571
"5229",7478,-2.61,-0.14,20,35,0,0,1,2,2,2,5,4,1,3,0,2,0,0,0,NA,3,83.6339583333333,0,3,1,2,6,-3.51946813438919
"5230",7481,-1.41,0.1,14,18,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,NA,2,89.9469444444444,0,1,1,1,3,-1.92149873255189
"5231",7482,-1.89,-0.61,12,24,0,0,0,0,0,2,4,3,0,0,3,3,2,1,0,NA,3,16.2013888888889,2,1,1,2,5,-2.72482618216106
"5232",7484,-1.89,-0.32,16,27,0,0,2,5,5,2,6,5,1,1,9,15,8,1,0,NA,6,191.442361111111,4,1,2,2,14,-3.0062675861412
"5233",7486,-2.15,-0.01,19,24,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,NA,1,0.995497685185185,1,1,1,1,1,-2.72482618216106
"5234",7487,-3.11,-0.43,15,33,0,0,0,0,0,0,2,2,0,0,0,3,1,0,0,NA,1,0.874456018518519,0,4,1,1,1,-3.41441638792349
"5235",7488,-0.73,0.68,17,20,0,0,1,1,0,0,0,0,NA,NA,1,1,NA,1,0,NA,4,43.8406944444444,1,1,1,2,2,-2.23173999352309
"5236",7492,-2.66,-0.81,18,30,1,0,0,0,0,5,5,5,4,4,4,8,2,0,0,NA,1,1.26710648148148,0,2,1,2,9,-3.23123437142032
"5237",7495,-2.51,0.1,22,46,0,0,0,1,1,1,3,2,0,1,0,0,0,0,0,NA,1,4.28796296296296,0,1,1,1,4,-3.9740423744953
"5238",7497,-1.26,0.14,19,18,0,0,1,1,0,2,2,1,2,2,0,0,0,0,1,208,2,154.043101851852,0,1,1,2,2,-1.92149873255189
"5239",7500,-2.03,-1.1,21,23,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,4,69.3208101851852,0,1,2,2,1,-2.61557027051489
"5240",7501,-2.46,-1,12,26,0,0,0,0,0,1,1,1,0,0,3,3,3,0,0,NA,2,12.3967939814815,0,1,2,2,2,-2.91952480886474
